ts_utc,ts_brt,hora_brt,dia_semana_brt,origem,destino,data_ida,data_volta,tipo,rank,preco_total_brl,bagagem_brl,bagagem_fonte,custo_total_brl,cia,voos_ida,voos_volta,via_ida,via_volta,partida_ida,chegada_ida,partida_volta,chegada_volta,conexoes_ida,conexoes_volta,duracao_ida,duracao_volta,dentro_teto
2026-08-21 03:05,2026-08-21 00:05,0,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,2,2709.0,760,estimativa,3469.0,CM,"CM700,CM781",,PTY,,11:10,23:05,,,1,,775,,True
2026-08-21 03:05,2026-08-21 00:05,0,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,3,3480.0,724.0,api-cache,4204.0,AA,"AA906,AA1977",,MIA,,23:15,09:24+1,,,1,,669,,True
2026-08-21 03:05,2026-08-21 00:05,0,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,4,4947.0,880.0,api-cache-faixa,5827.0,AV,"AV160,AV194",,BOG,,02:20,14:20,,,1,,780,,True
2026-08-21 03:05,2026-08-21 00:05,0,Fri,VCP,MCO,2026-09-23,2026-09-29,RT,1,5005.0,0.0,isenta,5005.0,AD,AD8706,,,,09:55,18:00,,,0,,545,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,1,4047.0,760,estimativa,4807.0,CM,"CM841,CM446",,PTY,,02:00,12:45,,,1,,705,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,2,4161.0,760,estimativa,4921.0,CM,"CM700,CM285",,PTY,,11:10,22:40,,,1,,750,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,3,4812.0,760,estimativa,5572.0,AV,"AV160,AV28",,BOG,,02:20,13:35,,,1,,735,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,4,5160.0,728.0,api-cache,5888.0,AA,"AA930,AA1693",,MIA,,21:25,08:00+1,,,1,,695,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,5,5986.0,760,estimativa,6746.0,CM,"CM702,CM867",,PTY,,03:15,13:44,,,1,,689,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,1,2709.0,760,estimativa,3469.0,CM,"CM702,CM393",,PTY,,03:15,13:35,,,1,,680,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,2,2709.0,760,estimativa,3469.0,CM,"CM700,CM781",,PTY,,11:10,23:05,,,1,,775,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,3,3480.0,724.0,api-cache,4204.0,AA,"AA906,AA1977",,MIA,,23:15,09:24+1,,,1,,669,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,4,4947.0,880.0,api-cache-faixa,5827.0,AV,"AV160,AV194",,BOG,,02:20,14:20,,,1,,780,,True
2026-08-21 04:41,2026-08-21 01:41,1,Fri,VCP,MCO,2026-09-23,2026-09-29,RT,1,5005.0,0.0,isenta,5005.0,AD,AD8706,,,,09:55,18:00,,,0,,545,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,1,4047.0,760,estimativa,4807.0,CM,"CM841,CM446",,PTY,,02:00,12:45,,,1,,705,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,2,4161.0,760,estimativa,4921.0,CM,"CM700,CM285",,PTY,,11:10,22:40,,,1,,750,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,3,4812.0,760,estimativa,5572.0,AV,"AV160,AV28",,BOG,,02:20,13:35,,,1,,735,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,4,5160.0,728.0,api-cache,5888.0,AA,"AA930,AA1693",,MIA,,21:25,08:00+1,,,1,,695,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,5,5986.0,760,estimativa,6746.0,CM,"CM702,CM867",,PTY,,03:15,13:44,,,1,,689,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,1,2709.0,760,estimativa,3469.0,CM,"CM702,CM393",,PTY,,03:15,13:35,,,1,,680,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,2,2709.0,760,estimativa,3469.0,CM,"CM700,CM781",,PTY,,11:10,23:05,,,1,,775,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,3,3480.0,724.0,api-cache,4204.0,AA,"AA906,AA1977",,MIA,,23:15,09:24+1,,,1,,669,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,4,4947.0,880.0,api-cache-faixa,5827.0,AV,"AV160,AV194",,BOG,,02:20,14:20,,,1,,780,,True
2026-08-21 05:35,2026-08-21 02:35,2,Fri,VCP,MCO,2026-09-23,2026-09-29,RT,1,5005.0,0.0,isenta,5005.0,AD,AD8706,,,,09:55,18:00,,,0,,545,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,1,4047.0,760,estimativa,4807.0,CM,"CM841,CM446",,PTY,,02:00,12:45,,,1,,705,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,2,4161.0,760,estimativa,4921.0,CM,"CM700,CM285",,PTY,,11:10,22:40,,,1,,750,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,3,4812.0,760,estimativa,5572.0,AV,"AV160,AV28",,BOG,,02:20,13:35,,,1,,735,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,4,5986.0,760,estimativa,6746.0,CM,"CM702,CM867",,PTY,,03:15,13:44,,,1,,689,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,5,7146.0,760,estimativa,7906.0,LA,LA8126,,,,08:20,16:20,,,0,,540,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,1,2709.0,760,estimativa,3469.0,CM,"CM702,CM393",,PTY,,03:15,13:35,,,1,,680,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,2,2709.0,760,estimativa,3469.0,CM,"CM700,CM781",,PTY,,11:10,23:05,,,1,,775,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,3,3480.0,724.0,api-cache,4204.0,AA,"AA906,AA1977",,MIA,,23:15,09:24+1,,,1,,669,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,4,4947.0,880.0,api-cache-faixa,5827.0,AV,"AV160,AV194",,BOG,,02:20,14:20,,,1,,780,,True
2026-08-21 06:51,2026-08-21 03:51,3,Fri,VCP,MCO,2026-09-23,2026-09-29,RT,1,5005.0,0.0,isenta,5005.0,AD,AD8706,,,,09:55,18:00,,,0,,545,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,1,4047.0,760,estimativa,4807.0,CM,"CM841,CM446",,PTY,,02:00,12:45,,,1,,705,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,2,4161.0,760,estimativa,4921.0,CM,"CM700,CM285",,PTY,,11:10,22:40,,,1,,750,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,3,4812.0,760,estimativa,5572.0,AV,"AV160,AV28",,BOG,,02:20,13:35,,,1,,735,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,4,5986.0,760,estimativa,6746.0,CM,"CM702,CM867",,PTY,,03:15,13:44,,,1,,689,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,5,7146.0,760,estimativa,7906.0,LA,LA8126,,,,08:20,16:20,,,0,,540,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,1,2709.0,760,estimativa,3469.0,CM,"CM702,CM393",,PTY,,03:15,13:35,,,1,,680,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,2,2709.0,760,estimativa,3469.0,CM,"CM700,CM781",,PTY,,11:10,23:05,,,1,,775,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,3,3480.0,724.0,api-cache,4204.0,AA,"AA906,AA1977",,MIA,,23:15,09:24+1,,,1,,669,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,4,4947.0,880.0,api-cache-faixa,5827.0,AV,"AV160,AV194",,BOG,,02:20,14:20,,,1,,780,,True
2026-08-21 07:44,2026-08-21 04:44,4,Fri,VCP,MCO,2026-09-23,2026-09-29,RT,1,5005.0,0.0,isenta,5005.0,AD,AD8706,,,,09:55,18:00,,,0,,545,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,1,4047.0,760,estimativa,4807.0,CM,"CM841,CM446",,PTY,,02:00,12:45,,,1,,705,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,2,4161.0,760,estimativa,4921.0,CM,"CM700,CM285",,PTY,,11:10,22:40,,,1,,750,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,3,4812.0,760,estimativa,5572.0,AV,"AV160,AV28",,BOG,,02:20,13:35,,,1,,735,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,4,5986.0,760,estimativa,6746.0,CM,"CM702,CM867",,PTY,,03:15,13:44,,,1,,689,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,MCO,2026-09-23,2026-09-29,RT,5,7146.0,760,estimativa,7906.0,LA,LA8126,,,,08:20,16:20,,,0,,540,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,1,2709.0,760,estimativa,3469.0,CM,"CM702,CM393",,PTY,,03:15,13:35,,,1,,680,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,2,2709.0,760,estimativa,3469.0,CM,"CM700,CM781",,PTY,,11:10,23:05,,,1,,775,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,3,3480.0,724.0,api-cache,4204.0,AA,"AA906,AA1977",,MIA,,23:15,09:24+1,,,1,,669,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,GRU,TPA,2026-09-23,2026-09-29,RT,4,4947.0,880.0,api-cache-faixa,5827.0,AV,"AV160,AV194",,BOG,,02:20,14:20,,,1,,780,,True
2026-08-21 08:42,2026-08-21 05:42,5,Fri,VCP,MCO,2026-09-23,2026-09-29,RT,1,5005.0,0.0,isenta,5005.0,AD,AD8706,,,,09:55,18:00,,,0,,545,,True
